gene_short_name	term	q_value	estimate
C9orf16	clus3TRUE	1	0.1350922
ZNF672	clus3TRUE	1	-0.0423874
ZNF692	clus3TRUE	1	0.2715191
TMEM126A	clus3TRUE	1	0.0028678
TMEM126B	clus3TRUE	1	0.2822545
TRIM8	clus3TRUE	1	0.0927574
NETO2	clus3TRUE	1	0.1492672
JUNB	clus3TRUE	1	-0.2540718
FAM98B	clus3TRUE	1	-0.3105977
CANT1	clus3TRUE	1	-0.381738
ZDHHC16	clus3TRUE	1	0.3639557
CHST11	clus3TRUE	1	0.0787205
EXOSC1	clus3TRUE	1	0.0078074
PGAM1	clus3TRUE	1	0.1244369
CHD7	clus3TRUE	1	-0.3837493
MRPL36	clus3TRUE	1	-0.180395
ZNF581	clus3TRUE	1	-0.5260656
ZNF524	clus3TRUE	1	-0.0273015
ASXL1	clus3TRUE	1	-0.0121135
ZNF562	clus3TRUE	1	0.4597654
ZNF561	clus3TRUE	1	-0.1425107
WIPF2	clus3TRUE	1	0.1060279
HOPX	clus3TRUE	1	0.0964136
LRRC8C	clus3TRUE	1	-0.3886726
LRRC8D	clus3TRUE	1	-0.1946751
PPID	clus3TRUE	1	0.3031699
ETFDH	clus3TRUE	1	0.3137547
PTGER4	clus3TRUE	1	-0.3765232
TBCA	clus3TRUE	1	0.0140251
BCL2L1	clus3TRUE	1	0.4424867
PLRG1	clus3TRUE	1	0.0587137
ZNF584	clus3TRUE	1	-0.199141
CLSTN1	clus3TRUE	1	-0.122634
ZNF274	clus3TRUE	1	-0.3650373
PIK3CD	clus3TRUE	1	0.0547359
SLC25A33	clus3TRUE	1	-0.3626294
BPTF	clus3TRUE	1	-0.1521447
ATF7IP	clus3TRUE	1	-0.2757922
RGS19	clus3TRUE	1	0.3568869
TCEA2	clus3TRUE	1	0.2742956
HDAC3	clus3TRUE	1	0.183996
GPHN	clus3TRUE	1	-0.0112908
CAMTA1	clus3TRUE	1	-0.1513895
SPATA5L1	clus3TRUE	1	-0.3137324
BCL2	clus3TRUE	1	-0.5652758
RHNO1	clus3TRUE	1	-0.1646145
CTPS1	clus3TRUE	1	-0.0081559
METTL18	clus3TRUE	1	-0.0512069
EXOSC10	clus3TRUE	1	0.159004
MLLT3	clus3TRUE	1	-0.0905548
TRAPPC12	clus3TRUE	1	-0.1854481
RNMTL1	clus3TRUE	1	-0.2055015
PTEN	clus3TRUE	1	-0.2107379
RPS7	clus3TRUE	1	-0.2475977
RNASEH1	clus3TRUE	1	0.0568267
TVP23B	clus3TRUE	1	0.3707546
ZNF217	clus3TRUE	1	-0.1815722
SRGAP2C	clus3TRUE	1	0.1960607
ATPAF2	clus3TRUE	1	0.0852411
PPIH	clus3TRUE	1	0.1737446
C20orf196	clus3TRUE	1	-0.0553066
MAL	clus3TRUE	1	-0.4910072
RAB33B	clus3TRUE	1	-1.404518
THOP1	clus3TRUE	1	0.3162499
USP19	clus3TRUE	1	0.3908259
QARS	clus3TRUE	1	0.3352344
ORMDL3	clus3TRUE	1	0.086462
SMN1	clus3TRUE	1	0.0089782
EIF2AK3	clus3TRUE	1	-0.3429049
MOB3A	clus3TRUE	1	0.316883
KRCC1	clus3TRUE	1	0.1013434
NME6	clus3TRUE	1	0.1934542
CYCS	clus3TRUE	1	-0.0422078
TEFM	clus3TRUE	1	0.2457041
MALT1	clus3TRUE	1	-0.1090833
GPR22	clus3TRUE	1	-0.6688543
PAIP1	clus3TRUE	1	-0.1106559
ZNF131	clus3TRUE	1	-0.3312045
DPAGT1	clus3TRUE	1	0.4627796
BSG	clus3TRUE	1	0.1044916
HINFP	clus3TRUE	1	0.0211849
CERS6	clus3TRUE	1	-0.0624212
COPRS	clus3TRUE	1	-0.1594036
TP53RK	clus3TRUE	1	-0.0171559
BPGM	clus3TRUE	1	0.3032454
POP7	clus3TRUE	1	0.111616
SUCLG2	clus3TRUE	1	0.0764068
IL16	clus3TRUE	1	0.0324329
FAM195A	clus3TRUE	1	0.0663621
CLP1	clus3TRUE	1	0.0802654
MYEOV2	clus3TRUE	1	-0.0211083
ZNF24	clus3TRUE	1	-0.3249196
MANEA	clus3TRUE	1	-0.2641097
AFF1	clus3TRUE	1	-0.7185283
FIBP	clus3TRUE	1	0.4170942
BANP	clus3TRUE	1	-0.1631139
HCFC1	clus3TRUE	1	-0.059199
RASGRP1	clus3TRUE	1	-0.4803359
KLHL6	clus3TRUE	1	0.1911333
CHCHD1	clus3TRUE	1	0.0766272
MRPL52	clus3TRUE	1	0.1257416
FAM21C	clus3TRUE	1	0.1375988
TMEM134	clus3TRUE	1	0.4329285
THEMIS	clus3TRUE	1	-0.1632642
FAM71D	clus3TRUE	1	-0.214475
CORO1B	clus3TRUE	1	0.6432503
MUS81	clus3TRUE	1	-0.1085788
CFL1	clus3TRUE	1	-0.020445
TMCC1	clus3TRUE	1	-0.4240731
NAA16	clus3TRUE	1	-0.4381133
FAM192A	clus3TRUE	1	0.1870996
CBWD1	clus3TRUE	1	0.0468685
DCP2	clus3TRUE	1	-0.3389994
SP3	clus3TRUE	1	-0.188241
DMXL1	clus3TRUE	1	-0.5105625
NADSYN1	clus3TRUE	1	0.3976214
DHCR7	clus3TRUE	1	0.4303129
RNASEH2C	clus3TRUE	1	-0.0260731
ANKRD13D	clus3TRUE	1	0.3632413
MYD88	clus3TRUE	1	0.3875436
OXSR1	clus3TRUE	1	-0.5321051
PHF8	clus3TRUE	1	-0.0191476
LCLAT1	clus3TRUE	1	-0.3735755
KAT5	clus3TRUE	1	0.3909208
DCAKD	clus3TRUE	1	-0.0953152
TADA2B	clus3TRUE	1	-0.3056986
RELA	clus3TRUE	1	-0.3534466
HECTD4	clus3TRUE	1	0.0144486
FAM222B	clus3TRUE	1	-0.4191531
COQ2	clus3TRUE	1	0.3805262
TRMT112	clus3TRUE	1	-0.007219
LRRN3	clus3TRUE	1	-0.5449373
KDM2A	clus3TRUE	1	-0.3161104
MRPL57	clus3TRUE	1	-0.0471565
NOC3L	clus3TRUE	1	-0.2721309
ESRRA	clus3TRUE	1	-0.0825142
COMMD1	clus3TRUE	1	0.0250838
MTX1	clus3TRUE	1	0.4127327
PARP14	clus3TRUE	1	-0.9234211
CYSLTR1	clus3TRUE	1	-0.7524282
PARP15	clus3TRUE	1	-0.3644573
CKS1B	clus3TRUE	1	0.1405187
AHSA2	clus3TRUE	1	-0.2958372
GLRX	clus3TRUE	1	0.2211111
GOLGB1	clus3TRUE	1	-0.4213769
GPR137	clus3TRUE	1	-0.1986032
MZT2A	clus3TRUE	1	0.0766783
TNKS	clus3TRUE	1	-0.0811527
ZBTB21	clus3TRUE	1	-0.3933965
MAP3K11	clus3TRUE	1	0.2391519
ARV1	clus3TRUE	1	0.1914694
NAA20	clus3TRUE	1	-0.0253695
MINOS1	clus3TRUE	1	-0.0970538
THAP2	clus3TRUE	1	-0.3255048
SSSCA1	clus3TRUE	1	0.1309707
SMARCC1	clus3TRUE	1	-0.0299433
FKBP2	clus3TRUE	1	0.1874664
VEGFB	clus3TRUE	1	-0.057275
PEAK1	clus3TRUE	1	0.1720026
GMPPB	clus3TRUE	1	0.4558289
MOB1B	clus3TRUE	1	-0.4822551
ZNF622	clus3TRUE	1	0.0430156
NABP1	clus3TRUE	1	-0.3184756
CEP83	clus3TRUE	1	-0.2586994
NUDT4	clus3TRUE	1	-0.2893357
SCAI	clus3TRUE	1	-0.1249171
RCE1	clus3TRUE	1	0.0304013
UQCRH	clus3TRUE	1	0.0449916
EIF1AX	clus3TRUE	1	-0.090921
CXorf23	clus3TRUE	1	-0.3719745
PSMD1	clus3TRUE	1	0.1748591
STAT5B	clus3TRUE	1	-0.5118657
CNP	clus3TRUE	1	0.0701673
RNF213	clus3TRUE	1	-0.3726602
PLK3	clus3TRUE	1	-0.2949805
ZNF791	clus3TRUE	1	0.0735942
PHC3	clus3TRUE	1	-0.5880635
RBM4B	clus3TRUE	1	-0.259056
USMG5	clus3TRUE	1	0.1134232
HOXB2	clus3TRUE	1	0.0571795
SWSAP1	clus3TRUE	1	-0.5909564
RBM4	clus3TRUE	1	-0.4618071
UBXN2A	clus3TRUE	1	-0.338566
CCS	clus3TRUE	1	-0.0214025
FBXO45	clus3TRUE	1	0.3128387
GNG5	clus3TRUE	1	0.0961634
LEMD3	clus3TRUE	1	-0.3919876
C16orf91	clus3TRUE	1	-0.1798043
CYB561D1	clus3TRUE	1	-0.5331523
ZDHHC24	clus3TRUE	1	0.2998088
TRMT10C	clus3TRUE	1	-0.2674583
CTU2	clus3TRUE	1	0.1506775
PIGG	clus3TRUE	1	0.0981729
PRPF8	clus3TRUE	1	0.106222
PITPNA	clus3TRUE	1	0.1041939
DDX23	clus3TRUE	1	0.3323925
ZNHIT2	clus3TRUE	1	-0.1963551
ZBTB4	clus3TRUE	1	-0.2801784
RALGAPA1	clus3TRUE	1	-0.4274944
LIG4	clus3TRUE	1	0.1581724
GTF2IRD2B	clus3TRUE	1	-0.2159849
ATP2A2	clus3TRUE	1	0.0762645
ZWILCH	clus3TRUE	1	0.3142066
SNAPC5	clus3TRUE	1	-0.1310832
DENND4A	clus3TRUE	1	-0.0633972
ANKRD36C	clus3TRUE	1	-0.1849964
AKIRIN1	clus3TRUE	1	-0.1927177
MSL2	clus3TRUE	1	-0.007767
ANGEL2	clus3TRUE	1	-0.4180011
ZNF266	clus3TRUE	1	-0.505815
TMEM167A	clus3TRUE	1	0.1627978
LARP7	clus3TRUE	1	0.1277739
NR1D2	clus3TRUE	1	-0.4116413
BRMS1	clus3TRUE	1	0.0688839
RPL15	clus3TRUE	1	-0.1049146
HRAS	clus3TRUE	1	0.1189217
SRP72	clus3TRUE	1	-0.045447
THAP6	clus3TRUE	1	0.0742046
CEP135	clus3TRUE	1	-0.4565295
DENND6A	clus3TRUE	1	-0.8182206
PDE12	clus3TRUE	1	-0.4101649
GLMN	clus3TRUE	1	0.0953257
NDUFA11	clus3TRUE	1	-0.0814315
RSRC1	clus3TRUE	1	-0.0445877
RAB1B	clus3TRUE	1	0.1158643
PTDSS2	clus3TRUE	1	-0.4124691
C19orf70	clus3TRUE	1	0.1668198
C3orf33	clus3TRUE	1	-0.1841777
KCTD13	clus3TRUE	1	-0.455853
GPR171	clus3TRUE	1	-0.0346612
DHX36	clus3TRUE	1	-0.2542379
KLC2	clus3TRUE	1	-0.2330294
ATR	clus3TRUE	1	-0.2742177
VCPIP1	clus3TRUE	1	-0.3438333
PDIK1L	clus3TRUE	1	-0.140849
TRAF6	clus3TRUE	1	-0.466547
ZNF654	clus3TRUE	1	-0.3431854
TVP23C	clus3TRUE	1	-0.1003542
MRPS22	clus3TRUE	1	0.2443241
PACS1	clus3TRUE	1	-0.0546798
MARCKSL1	clus3TRUE	1	-0.2477696
PARL	clus3TRUE	1	0.153677
ZNF408	clus3TRUE	1	-0.4428879
CTDSP2	clus3TRUE	1	0.1357946
CKAP5	clus3TRUE	1	0.1339308
ARHGAP1	clus3TRUE	1	0.1915294
MED16	clus3TRUE	1	0.084209
ATG13	clus3TRUE	1	0.1060525
GOLGA8A	clus3TRUE	1	-0.5735237
PHYKPL	clus3TRUE	1	-0.2616611
LSM1	clus3TRUE	1	-0.179994
BANF1	clus3TRUE	1	0.08708
TMEM9B	clus3TRUE	1	0.1125058
PTPN2	clus3TRUE	1	-0.2272959
EIF1AD	clus3TRUE	1	0.0250877
SMAD2	clus3TRUE	1	0.1929364
EIF3F	clus3TRUE	1	-0.1867626
CLTB	clus3TRUE	1	-0.0935875
CCDC14	clus3TRUE	1	0.1163712
TBC1D10C	clus3TRUE	1	0.2737241
SART1	clus3TRUE	1	0.1231771
PPP2R2D	clus3TRUE	1	-0.3505938
POLD4	clus3TRUE	1	-0.263225
DRAP1	clus3TRUE	1	0.0538732
C11orf68	clus3TRUE	1	-0.2037482
PAAF1	clus3TRUE	1	0.0106611
RAB6A	clus3TRUE	1	0.1056807
ERCC4	clus3TRUE	1	0.0553068
CCDC85B	clus3TRUE	1	-0.1319007
TMEM70	clus3TRUE	1	0.0183239
RPS6KB2	clus3TRUE	1	0.2231102
LINC00116	clus3TRUE	1	0.2471939
B3GNTL1	clus3TRUE	1	0.3643599
MLXIP	clus3TRUE	1	-0.5384542
AURKAIP1	clus3TRUE	1	0.2044694
TOMM5	clus3TRUE	1	-0.1760566
CTDNEP1	clus3TRUE	1	0.0440518
SWI5	clus3TRUE	1	0.4286335
PLEKHF2	clus3TRUE	1	0.1842548
A2M	clus3TRUE	1	-0.1235067
UBE2O	clus3TRUE	1	-0.3000975
LYSMD3	clus3TRUE	1	-0.142847
B3GALT6	clus3TRUE	1	-0.1633758
SLC35A4	clus3TRUE	1	0.2718167
IP6K1	clus3TRUE	1	-0.2592479
CSTF3	clus3TRUE	1	0.2069772
YES1	clus3TRUE	1	-1.544073
CHMP6	clus3TRUE	1	0.0298313
DLEU1	clus3TRUE	1	-0.0459392
TMEM39A	clus3TRUE	1	0.2648706
CCDC57	clus3TRUE	1	0.5019802
SPHK1	clus3TRUE	1	0.1897292
BNIP3	clus3TRUE	1	-0.3608537
ATAD5	clus3TRUE	1	0.2068342
SMIM19	clus3TRUE	1	0.2410143
ZBTB8OS	clus3TRUE	1	0.0118011
COX8A	clus3TRUE	1	0.1439271
CDC26	clus3TRUE	1	0.0134524
CRLF3	clus3TRUE	1	0.0727109
RNPEP	clus3TRUE	1	0.2340292
EID2	clus3TRUE	1	-0.0770142
KCMF1	clus3TRUE	1	0.0790278
DNAJC30	clus3TRUE	1	-0.2824895
SPRYD4	clus3TRUE	1	0.0100525
CLK2	clus3TRUE	1	0.0806479
SLCO3A1	clus3TRUE	1	-0.602755
CCDC101	clus3TRUE	1	-0.3868049
KIAA2018	clus3TRUE	1	-0.1512982
LMNB2	clus3TRUE	1	0.3349845
RMDN1	clus3TRUE	1	0.1812344
MEX3C	clus3TRUE	1	0.1429822
MYO1D	clus3TRUE	1	0.1714802
ACSF3	clus3TRUE	1	0.0332014
C8orf59	clus3TRUE	1	-0.0153959
RUFY1	clus3TRUE	1	0.0617475
METRNL	clus3TRUE	1	0.1256765
FAM91A1	clus3TRUE	1	-0.237729
WSB2	clus3TRUE	1	0.1891584
PXMP2	clus3TRUE	1	0.2340548
PNMA1	clus3TRUE	1	-0.1194368
ANKLE2	clus3TRUE	1	-0.2002484
THAP4	clus3TRUE	1	-0.2084632
NFATC2IP	clus3TRUE	1	-0.0843761
FAM89B	clus3TRUE	1	-0.4365401
DPP7	clus3TRUE	1	0.1192561
SEC24C	clus3TRUE	1	0.6286258
DEAF1	clus3TRUE	1	-0.0189549
FBXO46	clus3TRUE	1	-0.9389491
ZDHHC13	clus3TRUE	1	-0.0313018
SLC38A9	clus3TRUE	1	0.1480622
WDR73	clus3TRUE	1	-0.2255199
RHOG	clus3TRUE	1	0.0102213
EPS8L2	clus3TRUE	1	0.9709203
ANO6	clus3TRUE	1	0.2486275
FAM210A	clus3TRUE	1	-0.2835914
TALDO1	clus3TRUE	1	-0.0016707
RPS6KA3	clus3TRUE	1	0.1517159
PUS1	clus3TRUE	1	-0.522095
CHD9	clus3TRUE	1	-0.731996
PDDC1	clus3TRUE	1	-0.2243665
KCNA3	clus3TRUE	1	-0.3387049
TOP3A	clus3TRUE	1	-0.2702823
ZBTB38	clus3TRUE	1	0.2580071
TIMM22	clus3TRUE	1	0.1258928
MAGEF1	clus3TRUE	1	0.3725752
TGIF1	clus3TRUE	1	-0.2384691
NR2C2	clus3TRUE	1	-0.1276777
ARIH2	clus3TRUE	1	0.0342446
ZBTB33	clus3TRUE	1	-0.6343613
SLC25A22	clus3TRUE	1	0.2382603
TBL1XR1	clus3TRUE	1	0.2476644
C18orf32	clus3TRUE	1	-0.2762939
JUN	clus3TRUE	1	-0.6709227
CSTF2T	clus3TRUE	1	0.0955874
GBA	clus3TRUE	1	0.6251428
ACAD9	clus3TRUE	1	0.617575
IL17RA	clus3TRUE	1	-0.2990801
PNPLA2	clus3TRUE	1	-0.2936049
THAP5	clus3TRUE	1	-0.0751834
SUMO4	clus3TRUE	1	-1.024219
CD151	clus3TRUE	1	0.2602269
POLR2L	clus3TRUE	1	-0.0703547
FLII	clus3TRUE	1	0.3539742
HNRNPA0	clus3TRUE	1	-0.3068194
CHID1	clus3TRUE	1	0.5123411
ZNF518A	clus3TRUE	1	-0.1284994
CCDC23	clus3TRUE	1	-0.1901814
AP3S1	clus3TRUE	1	-0.0150744
GRB2	clus3TRUE	1	0.0545068
UBE2N	clus3TRUE	1	-0.0304928
ARL6IP6	clus3TRUE	1	-0.360849
BET1L	clus3TRUE	1	-0.1683468
RIC8A	clus3TRUE	1	0.2536883
IMP3	clus3TRUE	1	-0.1418597
ASB8	clus3TRUE	1	0.1004673
DMAP1	clus3TRUE	1	0.1183502
IMPDH2	clus3TRUE	1	0.0952951
NDUFAF3	clus3TRUE	1	0.0830914
C2orf69	clus3TRUE	1	-0.5543202
BOLA1	clus3TRUE	1	0.5339398
DDX10	clus3TRUE	1	-0.3545834
NDUFV2	clus3TRUE	1	-0.2021054
ZNF518B	clus3TRUE	1	-0.2425244
LCORL	clus3TRUE	1	-0.7668737
SH2B1	clus3TRUE	1	-0.3840659
ZC3H12D	clus3TRUE	1	-0.6974167
PLEC	clus3TRUE	1	-0.6048662
GALNT11	clus3TRUE	1	0.0435099
WDR6	clus3TRUE	1	-0.6806985
TMEM11	clus3TRUE	1	0.0430897
ZNF354B	clus3TRUE	1	-0.8768547
ZFAND2A	clus3TRUE	1	-0.4526341
NT5DC1	clus3TRUE	1	0.3435443
COX14	clus3TRUE	1	0.0052657
P4HTM	clus3TRUE	1	0.1176495
SLC25A20	clus3TRUE	1	0.0697203
CD28	clus3TRUE	1	-0.0423073
EPM2AIP1	clus3TRUE	1	-0.7155545
MAF	clus3TRUE	1	-0.3283057
GTPBP6	clus3TRUE	1	-0.1373105
ERN1	clus3TRUE	1	-0.2117786
SUZ12	clus3TRUE	1	-0.0213167
NSUN3	clus3TRUE	1	0.3192106
RPP25	clus3TRUE	1	-0.3065009
GRINA	clus3TRUE	1	0.1765686
COX5A	clus3TRUE	1	0.1200709
ZHX2	clus3TRUE	1	-0.3868754
MPI	clus3TRUE	1	0.2743283
APOLD1	clus3TRUE	1	-0.3465763
EXOSC4	clus3TRUE	1	0.2864899
PFAS	clus3TRUE	1	-0.0133395
C17orf62	clus3TRUE	1	0.3210549
GAK	clus3TRUE	1	-0.089892
ZBTB7A	clus3TRUE	1	-0.0614463
CTC1	clus3TRUE	1	-0.393459
FBXO34	clus3TRUE	1	0.0631537
SEPW1	clus3TRUE	1	-0.3647477
EIF3K	clus3TRUE	1	-0.032972
MRFAP1L1	clus3TRUE	1	-0.1966251
MRFAP1	clus3TRUE	1	-0.1038334
C3orf38	clus3TRUE	1	-0.1412827
TMEM107	clus3TRUE	1	-0.488446
RRS1	clus3TRUE	1	-0.1719425
RCC2	clus3TRUE	1	-0.148645
DPM3	clus3TRUE	1	-0.2747473
CYC1	clus3TRUE	1	0.2052927
PER1	clus3TRUE	1	-0.6568167
FARSA	clus3TRUE	1	0.174372
SPTY2D1	clus3TRUE	1	-0.1045083
SAMD4B	clus3TRUE	1	-0.2791873
GIMAP7	clus3TRUE	1	-0.0245646
EDC3	clus3TRUE	1	0.2440783
HNRNPCL1	clus3TRUE	1	0.0691666
ZNF664	clus3TRUE	1	-0.6743614
MAGED1	clus3TRUE	1	0.4781512
RAD23A	clus3TRUE	1	-0.1534293
GADD45GIP1	clus3TRUE	1	-0.016981
PTPN11	clus3TRUE	1	0.1114435
CLK3	clus3TRUE	1	-0.4453677
ELMOD2	clus3TRUE	1	0.1210535
GEMIN4	clus3TRUE	1	0.0332385
KLHL28	clus3TRUE	1	-0.2970679
SHARPIN	clus3TRUE	1	0.1909387
PLD6	clus3TRUE	1	-0.9862985
MAF1	clus3TRUE	1	0.021568
PCED1B	clus3TRUE	1	0.16987
MYADM	clus3TRUE	1	0.3236757
SERTAD2	clus3TRUE	1	0.0123784
TIGD5	clus3TRUE	1	-0.5272856
PDXDC1	clus3TRUE	1	-0.0551213
R3HDM2	clus3TRUE	1	-0.1520665
SEPHS2	clus3TRUE	1	-0.0141631
C14orf119	clus3TRUE	1	0.0134558
PUF60	clus3TRUE	1	0.1609503
DCTPP1	clus3TRUE	1	-0.1211795
ZNF771	clus3TRUE	1	0.3827781
TSHZ1	clus3TRUE	1	0.2694588
SOCS4	clus3TRUE	1	-0.4637113
TRNAU1AP	clus3TRUE	1	0.1608748
EXOC3	clus3TRUE	1	-0.3124817
CSNK1A1L	clus3TRUE	1	0.042108
MED14	clus3TRUE	1	0.4481526
FAHD1	clus3TRUE	1	0.1072194
RCC1	clus3TRUE	1	0.1640554
PRKRA	clus3TRUE	1	-0.0644528
ZNRF2	clus3TRUE	1	-0.3439029
OAZ2	clus3TRUE	1	0.1899977
CCDC43	clus3TRUE	1	0.1612037
HCLS1	clus3TRUE	1	-0.0693518
ZNF609	clus3TRUE	1	-0.2504072
PAK2	clus3TRUE	1	-0.2656717
CCDC66	clus3TRUE	1	-0.5704726
MCFD2	clus3TRUE	1	-0.0464273
HARBI1	clus3TRUE	1	0.5607098
HMHA1	clus3TRUE	1	-0.0641275
FAM73A	clus3TRUE	1	-0.8453427
NRIP1	clus3TRUE	1	-0.1800525
HIST1H2AC	clus3TRUE	1	-1.440596
TMEM64	clus3TRUE	1	-0.1974036
SLC36A4	clus3TRUE	1	-0.095618
ZDHHC20	clus3TRUE	1	-0.1141561
PPA1	clus3TRUE	1	0.0562273
PSMG4	clus3TRUE	1	0.064629
SSR4	clus3TRUE	1	0.0283872
SCRIB	clus3TRUE	1	0.403389
KCTD2	clus3TRUE	1	-0.2097653
CMTR2	clus3TRUE	1	-0.206742
ST20	clus3TRUE	1	0.208889
PITPNB	clus3TRUE	1	-0.2473365
TCEAL8	clus3TRUE	1	0.6252006
LRRC57	clus3TRUE	1	0.0989189
MRPL14	clus3TRUE	1	0.1740345
ZFP82	clus3TRUE	1	-0.1680774
AEN	clus3TRUE	1	-0.8165477
TRAPPC5	clus3TRUE	1	0.3582047
METTL23	clus3TRUE	1	0.1993223
HIGD1A	clus3TRUE	1	0.0612453
EHMT1	clus3TRUE	1	-0.1558046
NPM1	clus3TRUE	1	-0.1165985
PJA1	clus3TRUE	1	-0.3128994
ZNF746	clus3TRUE	1	-0.3130914
POLR2A	clus3TRUE	1	-0.1787218
TMEM102	clus3TRUE	1	0.3172984
DDX60L	clus3TRUE	1	-0.6275778
OGFOD3	clus3TRUE	1	-0.0313943
RAP2B	clus3TRUE	1	-0.257482
ZBTB2	clus3TRUE	1	-0.238917
SETD2	clus3TRUE	1	-0.5895873
MRPS23	clus3TRUE	1	0.2300845
HKR1	clus3TRUE	1	-0.3720573
YIPF6	clus3TRUE	1	-0.1195986
C3orf58	clus3TRUE	1	-0.2475596
SIAH2	clus3TRUE	1	0.1598018
LSM10	clus3TRUE	1	0.1647755
RFX7	clus3TRUE	1	0.2065195
SLC35C1	clus3TRUE	1	-0.2163046
TIGIT	clus3TRUE	1	0.1566292
RNF41	clus3TRUE	1	0.1870738
ZNF101	clus3TRUE	1	-0.2621001
C5orf24	clus3TRUE	1	-0.1400926
ADO	clus3TRUE	1	-0.16967
COA4	clus3TRUE	1	0.0203816
PRKAG1	clus3TRUE	1	0.3648149
MRPS11	clus3TRUE	1	0.0120293
SNRPE	clus3TRUE	1	-0.0226578
IDH2	clus3TRUE	1	0.2796567
TMEM259	clus3TRUE	1	-0.0909635
WRB	clus3TRUE	1	0.2638592
NOP10	clus3TRUE	1	-0.1275829
FAM89A	clus3TRUE	1	-0.4508036
TDRKH	clus3TRUE	1	0.3745024
ZNF708	clus3TRUE	1	-0.3812022
IST1	clus3TRUE	1	-0.1366058
ERCC6L2	clus3TRUE	1	-0.1592513
MRPL41	clus3TRUE	1	0.1033158
CREB3L2	clus3TRUE	1	0.7057292
P2RY8	clus3TRUE	1	-0.2539654
TSEN54	clus3TRUE	1	0.3260783
MRPS16	clus3TRUE	1	0.2436723
FAM159A	clus3TRUE	1	0.3791621
RAD51B	clus3TRUE	1	-0.2579403
MOB2	clus3TRUE	1	-0.2725012
ATP6AP2	clus3TRUE	1	0.059952
UBE2E2	clus3TRUE	1	-0.84849
AP1S2	clus3TRUE	1	0.120928
C8orf33	clus3TRUE	1	0.0312908
FBXL6	clus3TRUE	1	0.7262627
KBTBD3	clus3TRUE	1	0.3022997
YBEY	clus3TRUE	1	0.1732907
CLN8	clus3TRUE	1	-0.2504998
TRAPPC6B	clus3TRUE	1	-0.1443731
NPLOC4	clus3TRUE	1	0.1435511
TSHZ2	clus3TRUE	1	-0.2645842
EXOC7	clus3TRUE	1	-0.3194067
KPNA2	clus3TRUE	1	0.0306761
CEP97	clus3TRUE	1	0.2870512
GLRX5	clus3TRUE	1	0.0058363
FAM104B	clus3TRUE	1	0.3705827
LIMK2	clus3TRUE	1	0.0407551
MFSD5	clus3TRUE	1	0.0684544
ADI1	clus3TRUE	1	-0.0847196
RWDD4	clus3TRUE	1	-0.0522834
SATB1	clus3TRUE	1	-0.1771665
TRAK1	clus3TRUE	1	0.479692
SKA2	clus3TRUE	1	0.6404764
TTC3	clus3TRUE	1	-0.2687467
ANXA2	clus3TRUE	1	0.1694301
NGRN	clus3TRUE	1	-0.163041
DDX28	clus3TRUE	1	-0.1071165
ACBD3	clus3TRUE	1	-0.1256437
C16orf72	clus3TRUE	1	0.1184083
RBM10	clus3TRUE	1	0.0909385
GLUD2	clus3TRUE	1	0.3171171
ZNF721	clus3TRUE	1	-0.5497292
C11orf54	clus3TRUE	1	-0.0200101
CEP63	clus3TRUE	1	0.062292
SRPR	clus3TRUE	1	0.0105069
EWSR1	clus3TRUE	1	0.0489194
HMGN4	clus3TRUE	1	0.0338582
SPATA13	clus3TRUE	1	-0.3072162
CNOT10	clus3TRUE	1	0.0335732
MTA1	clus3TRUE	1	0.318512
PYCR1	clus3TRUE	1	0.0824349
NAA38	clus3TRUE	1	0.1611136
AP2A2	clus3TRUE	1	-0.3371325
ABAT	clus3TRUE	1	0.6485629
CAMK1D	clus3TRUE	1	-0.9109452
RABIF	clus3TRUE	1	-0.1352537
FANCF	clus3TRUE	1	-0.0631999
SMDT1	clus3TRUE	1	-0.0060211
RUVBL2	clus3TRUE	1	0.21404
PTTG1IP	clus3TRUE	1	0.099963
DDX41	clus3TRUE	1	0.0046244
DAZAP2	clus3TRUE	1	-0.1154981
BCOR	clus3TRUE	1	-0.1777496
KIAA2026	clus3TRUE	1	-0.1255485
CCDC159	clus3TRUE	1	-0.3105367
SF3A3	clus3TRUE	1	-0.1592319
GTF2H2C	clus3TRUE	1	0.1989663
GPR132	clus3TRUE	1	0.3032394
MX2	clus3TRUE	1	-1.218376
EP400	clus3TRUE	1	-0.499139
COA5	clus3TRUE	1	0.1599685
UTP11L	clus3TRUE	1	-0.1171515
PSMG1	clus3TRUE	1	0.0192775
PRR14L	clus3TRUE	1	-0.1635487
SETD3	clus3TRUE	1	0.1946711
SFXN4	clus3TRUE	1	0.1493508
MRPL54	clus3TRUE	1	-0.0712953
HMCES	clus3TRUE	1	0.2052383
NDUFB1	clus3TRUE	1	-0.0742634
ALYREF	clus3TRUE	1	0.0312026
FAM101B	clus3TRUE	1	0.2237585
UPP1	clus3TRUE	1	-0.1166947
TRIM52	clus3TRUE	1	-0.5247143
TMEM50A	clus3TRUE	1	-0.0462021
TBK1	clus3TRUE	1	0.4792899
CBX6	clus3TRUE	1	-0.6040879
TBL3	clus3TRUE	1	0.213506
CCR4	clus3TRUE	1	0.4110753
BTBD9	clus3TRUE	1	-0.6134376
TOB2	clus3TRUE	1	0.1497578
UTY	clus3TRUE	1	-0.177727
TTC32	clus3TRUE	1	0.0025243
